id_host_anon,id_listing_anon,room_type,listing_neighborhood,listing_bookings,total_reviews,total_guests,total_interactions,average_booking_time_hrs,booking_rate
05e45a5f-e473-42f6-8cc2-236970190da3,e2997c45-61d4-470b-be95-3c177f42646b,Entire home/apt,-unknown-,0.0,0.0,5.0,7,,0.0
b333d5a7-9663-41be-b5b9-3ceb2094c20f,479967a2-8a67-403d-9fab-dfb22f4545fd,Private room,Copacabana,1.0,55.0,2.0,16,0.0030787037037037037,1.0
e4b0939b-fbe3-4243-9aca-eaa5339b4936,8992bf95-0477-4fbf-9472-e365c34fabc2,Entire home/apt,Copacabana,0.0,18.0,17.0,38,,0.0
df51f361-70ce-4d07-b2df-8b03285eca93,b58d6f93-1450-474a-adb4-b20c9b146540,Entire home/apt,-unknown-,0.0,0.0,4.0,4,,0.0
113e0398-0a81-45b7-a82e-4cfb9565df8f,0032d9c5-cdbc-4987-b269-e874d1d51fc0,Entire home/apt,Santa Teresa,1.0,16.0,4.0,11,0.029108796296296296,0.5
86edcd33-ce1b-4fe7-afed-7fa379b30035,79fd9be1-730b-4cf9-9a56-d94172ee316a,Entire home/apt,Lapa,0.0,7.0,2.0,6,,0.0
7d0d9469-2a67-4198-a96a-13772f6863c0,2be918b4-8dd5-4800-9ae6-792fbb1c12b9,Entire home/apt,-unknown-,2.0,0.0,4.0,26,5.787037037037037e-06,1.0
0e9bf440-8ad2-4e69-b942-5c275cef6d10,08021f02-5169-400d-a6e0-e6307d4d94fd,Shared room,Santa Teresa,0.0,7.0,10.0,3,,0.0
3f9238b5-b164-4670-99a4-8fceec66a3df,bc5df36f-01bd-44d2-8ace-5ea5d7df5efa,Entire home/apt,Barra da Tijuca,0.0,0.0,1.0,3,,0.0
4027b45a-5e4f-4811-afed-da1496158102,36263117-e54f-4057-adf0-41bdf533adfd,Entire home/apt,Barra da Tijuca,0.0,4.0,9.0,9,,0.0
76541e81-fec9-4ac3-b288-280a975f8136,8abbe7b0-142c-4fc1-bd44-e50736a812d4,Private room,-unknown-,1.0,12.0,4.0,15,0.011631944444444445,0.25
18a67e9d-610a-4655-ba5d-d52b9b1b6fb6,ac2b8762-98eb-4f96-9cfc-64ea23edf251,Entire home/apt,-unknown-,3.0,54.0,23.0,32,0.03784722222222222,0.5
952ce50e-fa08-4a5e-86e5-2c88d908ca88,1e67a52f-85c1-41db-822a-c30a0a88a46a,Entire home/apt,Copacabana,1.0,56.0,6.0,7,0.17223379629629632,0.5
ab97a239-3b12-4fa1-afde-36aa6780a1a4,cd108360-1a3c-4774-adbd-c9f9fe706fe5,Entire home/apt,-unknown-,2.0,3.0,5.0,8,5.787037037037037e-06,0.6666666666666666
261917c5-0378-4a79-bce6-de34ce54034a,8ab96c8c-9c1c-49fa-94d8-685bebec999b,Entire home/apt,Ipanema,0.0,40.0,7.0,15,,0.0
c8c19623-e2ea-4356-ad88-9f654ab2555e,484d6463-02b7-4ce9-b298-136f91bab36e,Entire home/apt,-unknown-,2.0,91.0,13.0,133,0.3041203703703704,0.2857142857142857
94691db6-d508-4740-86bf-4d32dd743d66,4b2f4b67-7b3b-4ceb-beed-1bb0168a95ba,Entire home/apt,Ipanema,2.0,52.0,5.0,19,0.21978587962962962,0.5
3ae68d59-d0a9-4c29-8b2d-dcbd933d7617,b1759ba2-e038-402e-a8e2-bc9f0b9bb46d,Entire home/apt,-unknown-,3.0,220.0,9.0,43,3.858024691358025e-06,0.6
c3d463ee-9490-4447-8bec-c97b1b513672,34a576ac-f3be-42eb-8e3d-b3dbceaf029d,Private room,Copacabana,0.0,12.0,3.0,6,,0.0
6018d992-c13e-4027-ac0b-ca0564f5cb92,fba6d9a4-69be-4fff-a1bc-47f0e8d5a923,Private room,-unknown-,0.0,0.0,1.0,2,,0.0
d6272cb9-29dc-4ac5-a4fe-b965550200b3,b392629c-4cf0-42c5-b40e-c3232fc0c637,Entire home/apt,Catete,1.0,0.0,1.0,10,0.013055555555555556,1.0
2e50899c-1cdc-443b-b781-034284e44296,1501d474-406d-40fb-9fcd-32b76ec0ed24,Entire home/apt,Leblon,4.0,80.0,16.0,55,0.5178385416666667,1.0
99cfe647-30e9-4793-af14-021ba7135382,a62fc9c6-74f0-4a57-bd32-dd605462481e,Entire home/apt,-unknown-,0.0,0.0,1.0,3,,0.0
ff1d6271-85d3-44d7-bb6b-89eacb9f1b2b,2c75dd70-ea15-4e53-b76e-e3823d482b43,Entire home/apt,Recreio dos Bandeirantes,0.0,3.0,3.0,6,,0.0
973ad9b3-ae71-44f7-abe6-f3ae8d0743d8,3396bf73-5755-4445-accb-70a48597219f,Entire home/apt,-unknown-,1.0,0.0,6.0,69,4.972465277777778,0.5
cf76460e-e963-45b2-90ed-19eb6ea1e663,3c44c57e-3987-4e47-8bb5-817abca2083a,Entire home/apt,Copacabana,2.0,42.0,9.0,20,0.3678125,0.6666666666666666
261917c5-0378-4a79-bce6-de34ce54034a,edccda8b-1ab5-43ce-b276-4397b6f595a1,Entire home/apt,Ipanema,0.0,0.0,4.0,4,,0.0
b87622ba-0bdd-4f69-aba5-9b3f52de74ca,9b2b8b34-68bf-436c-8938-eab8ad2385ed,Entire home/apt,Lapa,0.0,0.0,4.0,4,,0.0
952ce50e-fa08-4a5e-86e5-2c88d908ca88,7ef62525-7bac-48c4-a3a1-0d1e78fb6929,Entire home/apt,Ipanema,0.0,8.0,3.0,29,,0.0
dff764e7-c746-49cc-af8f-b006d276d108,0f16ceb9-98aa-4b99-92c5-7cee909c392d,Entire home/apt,-unknown-,0.0,-6.0,3.0,6,,0.0
0243959c-cd1d-44ee-8a98-1635268f897e,4a806cb4-9a6a-4395-9a2c-a5db81c94984,Shared room,-unknown-,1.0,1.0,1.0,22,-0.000798611111111111,1.0
dff764e7-c746-49cc-af8f-b006d276d108,bcc537b9-bcae-43fe-9e4f-8eb0529b8f1d,Entire home/apt,Santa Teresa,0.0,4.0,2.0,3,,0.0
86496d4c-5cdf-48f6-a87a-bb8e52fa2c3f,4f0ca949-287c-4322-aa9c-92c80cd4024b,Private room,-unknown-,2.0,60.0,9.0,27,0.0049710648148148144,0.4
3b5da49c-45e3-4741-9229-ce033c199c05,444f87be-bf3c-4759-9c93-8a272c40cdd9,Private room,-unknown-,5.0,434.0,12.0,51,0.002076388888888889,0.7142857142857143
d12e4e69-06db-4420-973e-bd0b78b74634,5a4e22ed-d6ee-4a2f-9762-b10fe78dcdf8,Private room,-unknown-,1.0,4.0,3.0,12,0.04076388888888889,1.0
480614e3-1c1e-49f1-9c19-48109fe4c2a4,b6afa149-6946-4b1a-bf08-d8d285cae61f,Entire home/apt,Copacabana,1.0,1.0,4.0,4,0.29792824074074076,1.0
bb8216e1-2855-4a79-8b61-274d890acd9c,00dde6f2-0f3c-4692-9442-6420203f7338,Private room,Catete,0.0,0.0,1.0,2,,0.0
866356e1-167c-46db-b1bb-d82e468ea52e,c8281b0b-00b0-482a-ac97-beecba2eb66a,Entire home/apt,-unknown-,0.0,0.0,9.0,13,,0.0
d082b536-d7bc-4b32-b56a-12414533c968,8b213dae-002f-462a-a988-49ee406691f1,Entire home/apt,-unknown-,5.0,696.0,32.0,66,0.2683611111111111,0.4166666666666667
6dd2f817-9e53-464b-8697-3ab8d5ad7a4d,02f6dbee-3c5c-4350-9417-8ea9b1bc54ac,Entire home/apt,Copacabana,9.0,440.0,26.0,116,0.07455504115226337,0.9
c8cbfc57-ecf3-4717-ae0e-f5f345a081d6,b861601d-fad2-4e4b-8a40-62989169416e,Entire home/apt,-unknown-,1.0,4.0,3.0,5,1.1574074074074073e-05,0.5
6dc64c0f-eecc-4063-8108-9dfda81abb76,fe93f3f0-9081-46df-96f1-6c87d311f550,Entire home/apt,-unknown-,0.0,0.0,6.0,3,,0.0
e2e27ea2-4ec3-4441-b517-021888609178,82e88173-d8ed-4579-ae61-5a992dcc77b1,Shared room,Glória,1.0,0.0,1.0,7,0.04469907407407407,1.0
a84c4c5d-4ed6-464c-8544-14f3072be980,52bac3cc-30dd-4179-9699-0a46090db774,Private room,Copacabana,0.0,2.0,5.0,17,,0.0
33894409-695b-4e87-9b0a-b4d13c8372f8,156f5d80-e6f8-47b3-a9e0-a93097ea3ab2,Entire home/apt,-unknown-,0.0,0.0,12.0,15,,0.0
761a1346-9d43-4813-b1b3-681eb058db72,8042cf6a-29ed-4407-95d3-021086f615d1,Entire home/apt,-unknown-,0.0,45.0,41.0,30,,0.0
ec99a831-bb75-4e47-8c36-db78a4e5f121,d13a073b-9a8c-4164-815f-f45ab80e617d,Entire home/apt,Copacabana,3.0,56.0,11.0,64,0.9975694444444444,0.75
8be2ded2-fb4f-4230-ba9d-fbd583b98d42,0996a357-5fab-43b4-a85f-2188cc9ab9eb,Entire home/apt,Copacabana,0.0,0.0,22.0,39,,0.0
d365759f-9209-48a2-8487-9e39237292b7,89913881-2b1b-4126-bcc2-b96c896727b4,Entire home/apt,-unknown-,3.0,80.0,7.0,43,0.05923996913580246,0.75
301ea97c-ade3-4312-a83b-45fa3a125305,78881a67-5496-4de1-b00a-f00e7a4b9031,Entire home/apt,-unknown-,1.0,0.0,5.0,8,0.4046296296296296,0.5
8049887e-ac54-4803-aa25-e417ab37d3b0,ae700f65-ee0d-4ba6-9738-6671ecd6554d,Entire home/apt,-unknown-,0.0,0.0,14.0,39,,0.0
8be2ded2-fb4f-4230-ba9d-fbd583b98d42,95b16c06-d7f6-4e7f-bba8-b52519082271,Entire home/apt,-unknown-,0.0,0.0,7.0,8,,0.0
e586ae03-5624-4bd6-9e8e-6fdf9b2ec7ef,33106f6e-39bd-44dc-86f3-44284b9a6d26,Entire home/apt,Catete,0.0,0.0,2.0,3,,0.0
164c3ac0-b33c-476f-901a-218d84b07b86,cd64f609-95ec-41c8-a68a-0a865778bda8,Entire home/apt,-unknown-,0.0,0.0,1.0,1,,0.0
713d8265-4c5d-423e-8b92-14db77991910,362f676b-10ba-4b04-a1b3-3a6a65be584d,Entire home/apt,-unknown-,1.0,0.0,4.0,7,0.0,1.0
9a60c487-e591-452a-8d0c-8488dcd1182c,c4ff5282-d6a0-4d7a-8dd6-f39aad747f36,Shared room,-unknown-,0.0,0.0,7.0,10,,0.0
93cab8ce-6a12-4a48-9857-d24c871452e9,1f905adf-27dc-4615-8099-501c3555d4bc,Entire home/apt,Laranjeiras,0.0,0.0,2.0,7,,0.0
4fdee1eb-e289-4248-b766-15a0945ba667,0a5827f4-e535-44d2-b87c-54814934a7b6,Private room,Laranjeiras,0.0,0.0,2.0,2,,0.0
90cb7cce-6c52-4b92-992a-b61384ca776a,2d198131-e398-4ff0-9c57-34d29806fd13,Entire home/apt,Ipanema,1.0,4.0,13.0,39,0.0020833333333333333,0.5
a354d83e-a5ca-4d42-bd12-8088989b1b67,2d445501-bdd9-41ca-89c4-e4d566b24fcf,Entire home/apt,Copacabana,4.0,100.0,9.0,55,2.8935185185185184e-06,0.8
011a35c7-68fc-4713-9cbc-cc0bef60f804,5199d10a-8f13-437b-8268-86775eee3252,Entire home/apt,-unknown-,0.0,0.0,6.0,2,,0.0
2a9fb90f-7f20-4f70-a3d7-8bc9bd15bde9,f08f6f4b-3168-474b-bc64-392d2921edb6,Entire home/apt,Ipanema,2.0,770.0,27.0,59,0.4849479166666667,0.18181818181818182
41036b61-e517-4096-ad8c-b5983d1132e0,e442cf1e-0c34-4d0f-8b64-ce1a6ce6bfea,Entire home/apt,-unknown-,0.0,30.0,12.0,21,,0.0
d81341d3-a272-49c5-9be4-ee2793c55920,a8ea2608-7ae8-4afe-8701-5ce37ce28c21,Private room,-unknown-,3.0,49.0,16.0,40,0.7056172839506173,0.42857142857142855
3ca410ea-b6c0-4255-8b17-f4899c20dec2,b940249c-7456-41ee-9bbc-e0649d118103,Entire home/apt,-unknown-,3.0,0.0,11.0,138,0.16308256172839508,0.75
7122fd82-1aef-4c62-8424-05760599ff7e,2f316d0c-ab85-4507-a78c-426782d2c9a8,Entire home/apt,Lagoa,1.0,0.0,4.0,18,0.8732291666666667,1.0
64b940bc-bbba-4f2c-aa1c-14439ee36e14,59f2b81a-3c59-4092-8ef7-b2b20817dd39,Entire home/apt,-unknown-,0.0,2.0,4.0,5,,0.0
865cfda8-11ed-42ce-8804-d6aeb93dfb8f,8d8b6d8e-c49c-44b8-9972-7e8dd9c75f8e,Entire home/apt,Barra da Tijuca,4.0,0.0,27.0,16,0.003396990740740741,0.8
40f91da6-b468-4663-ae2c-bf07071325e0,b9514570-b8b1-413d-9ee8-d988ce084c29,Entire home/apt,-unknown-,0.0,0.0,2.0,3,,0.0
2843a55a-eeba-4736-8808-0a51046f4753,d923fe9e-3ae1-4c99-b687-7b78c52f6d6b,Private room,Glória,0.0,0.0,1.0,4,,0.0
cef6c747-b4ff-40dc-b30d-2f1f110dcbe7,e9dd44e6-bb76-42b5-9107-e27fe9ee5ce9,Entire home/apt,-unknown-,0.0,4.0,9.0,46,,0.0
3b9baf0c-32d6-4ffc-b65a-df01ad12a6f7,0bc2b991-9f18-4543-8e3c-a60f78c98214,Entire home/apt,Laranjeiras,0.0,2.0,8.0,3,,0.0
85dabfda-376e-4937-b37c-422ceb6ce957,9ca87bfa-6abb-4f9c-862c-ad03fd4af4fc,Private room,-unknown-,1.0,0.0,2.0,15,0.0,0.5
396ffb24-d213-495c-b2c7-e5aa9f66aaf4,edd295f4-349a-4dd3-aa4a-22f38a9db507,Entire home/apt,Recreio dos Bandeirantes,2.0,0.0,4.0,16,0.003344907407407407,1.0
e3d78caf-6365-4e02-9b39-1c6c28675426,f814f589-3db0-4aad-b8c1-478133dcbab8,Entire home/apt,-unknown-,0.0,0.0,2.0,1,,0.0
af1e76eb-d2fd-4e9d-9752-bb7c34935905,7c11b15a-7bb4-43a6-a260-e8b557cff125,Entire home/apt,-unknown-,1.0,2.0,3.0,13,0.0,0.5
86cc63ae-b7dd-4499-b03a-077d1fc5d72e,88b91ed5-ea4d-4af0-92d9-5867d2d54d8f,Entire home/apt,Copacabana,0.0,2.0,8.0,4,,0.0
352516d4-40fc-4191-bb73-f55c9bd4945c,fa32f593-b406-4d61-aa67-be1338f5e1f8,Private room,Copacabana,2.0,4.0,4.0,18,5.787037037037037e-06,1.0
37d05426-f927-4859-a349-84c7c67e58b1,03a69f2d-2110-4720-8d1e-6d9e89886d4c,Private room,-unknown-,0.0,1.0,2.0,2,,0.0
4027b45a-5e4f-4811-afed-da1496158102,f4f484e5-d0f3-4c11-b93f-a224ae0c8f0b,Entire home/apt,Glória,1.0,0.0,20.0,13,0.018229166666666668,0.25
85110993-bbc0-4e58-a1bc-ebde5fb87b44,251b5f96-ddcc-4822-b192-317f8a5d45e8,Private room,-unknown-,3.0,3.0,4.0,70,0.18608024691358024,1.0
d2b5a8eb-ac4c-4de4-b28e-65c06584add0,df0bd897-96ff-465c-a84e-6d6f4e89ecc6,Entire home/apt,Flamengo,3.0,236.0,6.0,32,0.3045949074074074,0.75
75b8380e-e2ec-4415-86c0-0ecbcfda4208,329a3d1c-553b-47cf-95fe-c7ef65dfc9c8,Entire home/apt,-unknown-,0.0,0.0,5.0,5,,0.0
8be2ded2-fb4f-4230-ba9d-fbd583b98d42,8d00ec5a-9e0a-4a57-a4be-8b40f5cfe908,Entire home/apt,-unknown-,0.0,0.0,17.0,7,,0.0
79673568-399d-48b2-85e4-88d994b96a12,b4129431-750d-4a2c-9555-a9372d139b6c,Private room,Rio Comprido,0.0,0.0,1.0,3,,0.0
6b6b227d-d5fa-4681-8258-5c8dd1262b96,b3b83306-3a2a-4f83-9c60-e479746cb4d8,Entire home/apt,Ipanema,1.0,0.0,4.0,6,2.3148148148148147e-05,1.0
8f09b103-9df4-43d7-a145-d05dae7abcc1,04be2bf0-a6b6-456a-a113-e96433c4b825,Entire home/apt,-unknown-,4.0,252.0,14.0,50,0.7561342592592591,0.5714285714285714
261917c5-0378-4a79-bce6-de34ce54034a,46f49ed3-1ceb-493d-bd53-af4428894e4e,Entire home/apt,Ipanema,0.0,0.0,2.0,1,,0.0
7717a6bc-66fe-4065-8919-b6da4b57282d,97775e66-1998-47f5-b097-b540e0720b75,Entire home/apt,Barra da Tijuca,0.0,2.0,1.0,2,,0.0
bf6e95ec-966d-46af-9bfe-f2dd91523571,accf4297-b08c-43d1-86de-fe056b2c5475,Entire home/apt,-unknown-,0.0,33.0,27.0,34,,0.0
caa263c2-55f9-4dfc-8403-d0457e2f485d,2729f91a-1549-4714-bccc-283cb2630a9e,Entire home/apt,Ipanema,0.0,0.0,4.0,4,,0.0
6c60ecaa-9737-41d8-8be9-1e4d5f6fe69f,6e1319d4-014c-49f6-8c25-61686e9c0cfa,Entire home/apt,Copacabana,0.0,216.0,11.0,14,,0.0
dae5cfdc-9b33-4fb8-ba52-86ae3e33f218,b4aba1e4-41a1-47ce-bf08-b5beff30dfda,Entire home/apt,Copacabana,10.0,90.0,20.0,68,2.3148148148148148e-06,1.0
952ce50e-fa08-4a5e-86e5-2c88d908ca88,79d29f4e-b84e-4fed-8c51-1955f7f34f51,Entire home/apt,Leblon,1.0,50.0,2.0,7,0.004212962962962963,1.0
0a453dd4-60cd-4f14-b412-d8aeac5f9b07,97d5d8dc-3a58-47d8-b5d1-c3b23976eaf7,Private room,Ipanema,1.0,12.0,7.0,29,0.0415162037037037,0.25
c3bdc9a6-516d-48b2-964d-44612052b4ab,4ac4dfcd-4369-462f-9c1f-c428a73f678a,Entire home/apt,Copacabana,0.0,1.0,4.0,3,,0.0
74653585-d80a-4302-a1ab-13b7670c47f9,3fcf45af-071f-4a36-bcdd-a3a2795f9d0d,Private room,-unknown-,1.0,3.0,6.0,22,2.7523495370370368,0.3333333333333333
33187bc0-2544-4937-84f1-56a808057c36,e9b90f32-17ec-41f8-80d3-74c5c106a8a2,Private room,-unknown-,2.0,12.0,2.0,54,0.01247685185185185,1.0
e7c5fd22-84f1-44a7-a7f1-f32c0462bc27,0ed4cf7e-5fb0-4248-b2b3-fe277c22ea3a,Entire home/apt,Copacabana,4.0,154.0,28.0,68,0.19830439814814813,0.5714285714285714
a5b32aca-3f5a-43ee-9312-d16195ef6215,87e77f79-50ac-4497-a1c7-39c095b27a8c,Private room,-unknown-,0.0,0.0,1.0,2,,0.0
d8b0de88-0c8b-4968-b948-453799352fed,d093b7bf-db1e-453c-8986-e492a2a2571a,Private room,Engenho Novo,0.0,0.0,2.0,2,,0.0
d3273947-0cf7-431e-902d-8ecaf867953f,ceb78ddb-13a2-451f-8b64-f5855c6fe07a,Private room,-unknown-,0.0,0.0,5.0,3,,0.0
87e18498-9772-408e-b504-4729ef5b2586,8b873f30-05d9-4e93-a469-4ccbc78aca73,Entire home/apt,-unknown-,0.0,0.0,2.0,4,,0.0
4f820c75-b2a7-457d-8cc4-6266236a4dd8,cf61bf0a-bb8e-401a-9d96-fa9653544225,Entire home/apt,Lapa,1.0,92.0,3.0,15,0.22013888888888888,0.5
1235cb82-c1a7-449f-a00c-da6d13929d50,282a6066-fc48-4ed7-bfd8-353861cdf2e9,Private room,Copacabana,4.0,133.0,14.0,67,0.4523726851851852,0.5714285714285714
e3cfdb7c-2b30-4f02-a6b9-d594951bc12d,a44ad634-ce90-4a71-b2f0-dafa32d4cfcf,Private room,Santa Teresa,0.0,9.0,1.0,4,,0.0
a8a40f8d-29fe-4947-9406-1626abaf1164,9b11794b-4114-4d3a-8cad-d0ef1fa95378,Entire home/apt,-unknown-,0.0,0.0,4.0,1,,0.0
d8c0a786-91d0-4102-ac13-2bcf3aee9c2a,d5f8004c-1a82-48ec-976b-877a234768e3,Entire home/apt,Copacabana,5.0,42.0,23.0,83,0.2877847222222222,0.8333333333333334
ae73f2c4-f6b2-4798-97ba-e257c8f28828,61308b3d-5804-4e8f-b992-9d6cedb7ecb7,Private room,Ipanema,5.0,65.0,8.0,53,0.014201388888888888,1.0
f63481ef-0311-4e4c-9900-e229e1c237a4,2d1ac19c-8130-4173-a8cf-d5dc46df1a85,Entire home/apt,-unknown-,5.0,70.0,24.0,52,0.001476851851851852,0.7142857142857143
e119021c-78a2-4573-aaea-a68e862a32ef,ad0b5dc8-a925-4535-b973-da00a6ab84e2,Entire home/apt,Copacabana,1.0,75.0,13.0,42,0.1058912037037037,0.3333333333333333
b58656ba-f7b2-4892-a8d0-0c9fc8f5c0f1,5c467afe-1044-4ed6-b484-5d80addeb822,Entire home/apt,-unknown-,0.0,12.0,7.0,14,,0.0
907d4b95-6cd5-4698-8af9-863c0687acec,31d40567-7663-4198-8e93-46919d60b363,Entire home/apt,-unknown-,0.0,0.0,4.0,2,,0.0
f939a1fa-4d8d-46b6-ae52-2c861c942e1a,5532aef7-55b2-47f0-9799-58688e66f546,Entire home/apt,-unknown-,1.0,0.0,5.0,20,0.0,0.5
c4ad887b-99b2-4255-a656-1e05bd9b8b15,ffa61468-8423-4163-81bd-f486bbc94b12,Entire home/apt,Ipanema,1.0,14.0,7.0,22,0.378900462962963,0.5
917f581b-0694-4c5d-b3cc-4ba21ab6abf9,c367d5e4-9c3d-4d61-bb44-59866192a677,Entire home/apt,Recreio dos Bandeirantes,1.0,0.0,5.0,35,1.4074305555555555,1.0
22248b4f-549e-4243-a8cf-bfe82de3c87f,b3ace74e-d4ae-4d68-bf1c-2768f81f3218,Private room,Leblon,4.0,812.0,13.0,65,0.09836226851851852,0.5714285714285714
522fae3b-6891-4016-871e-82e9c67c2652,cd2bf506-4ed3-470f-a33f-d407cb3be437,Entire home/apt,Flamengo,0.0,0.0,3.0,9,,0.0
75b13519-36e9-4dc1-a1b3-10fe4e9b685f,cbbca8a2-655e-41bd-bfac-646d2ffcc7a1,Entire home/apt,Catete,1.0,2.0,3.0,26,0.7048726851851852,0.5
30ff6515-1006-4d2d-a6a8-0de7d830ba59,76a80a1c-cac8-45d2-bef5-fe7eed97204e,Entire home/apt,Copacabana,1.0,33.0,8.0,30,0.0,0.3333333333333333
001ca4e7-462b-444d-9031-bb21e7eb4fd0,47082346-762a-4511-b450-b8ae29d3bc0b,Shared room,-unknown-,1.0,0.0,1.0,4,0.32146990740740744,1.0
4b637e55-9fb7-44ef-bf97-0f7ce92412d4,95c5623f-3061-496b-b77f-f643bb49adbc,Shared room,-unknown-,0.0,0.0,13.0,6,,0.0
96a60679-916d-41ea-86ff-01d3723fe06c,5bb18036-ecca-44c6-b1b7-fc69e03be8a2,Entire home/apt,-unknown-,2.0,4.0,12.0,8,1.1574074074074073e-05,1.0
ac3e3af9-17be-4495-90fd-4c7138f2ddb1,a339c1aa-1587-4b1a-af19-87f385fafdfe,Entire home/apt,-unknown-,0.0,0.0,2.0,7,,0.0
045d2e76-f529-4c0d-bc91-8488308e827b,82459573-66e4-4880-a755-debfad26a9c7,Private room,-unknown-,0.0,-2.0,3.0,5,,0.0
27b4a79a-e066-403b-a0d8-1d38acd466f7,62bedc3c-baab-4abb-aea9-24eb49dafc8c,Entire home/apt,-unknown-,1.0,2.0,7.0,6,1.1574074074074073e-05,0.5
73193a76-6e83-486a-aa72-e92928f1bf3f,6c872f1c-22cf-442e-9b7d-7415fc5d179d,Private room,-unknown-,2.0,2.0,2.0,27,0.013090277777777779,1.0
0263f245-c523-4a57-889c-42d98dc6c1bf,8cb7aeba-5b41-4f91-b14b-425ec5d34d33,Entire home/apt,Ipanema,3.0,56.0,6.0,39,7.71604938271605e-06,0.75
dae5cfdc-9b33-4fb8-ba52-86ae3e33f218,188f4bf9-f3cd-49a3-a9ca-358898fe56b3,Entire home/apt,Copacabana,0.0,2.0,16.0,6,,0.0
6bdb8352-29dc-4988-9cfe-4b49ce80ec00,7e678646-794c-4634-aaa5-137e036a91a5,Entire home/apt,Copacabana,1.0,148.0,2.0,20,0.3933217592592593,0.5
5f6e5f5d-2a7a-42d2-ba3b-282fe32dac10,39fc1eaf-8866-4145-aef3-9d93f36e1d1f,Private room,Tijuca,0.0,0.0,2.0,4,,0.0
2fd88c9c-9de9-429e-a368-8a84a604bb85,d33ec986-2864-42ea-a319-eee734bb278d,Entire home/apt,Lapa,1.0,2.0,3.0,20,0.3591319444444444,0.5
49f7eb34-a4b5-4304-95c2-4cded6b28fb7,7747fb4b-33d9-4b2d-9643-d637bc8c66dc,Private room,-unknown-,0.0,2.0,1.0,3,,0.0
a5bde4a9-2702-4e40-9436-8b4d4cc2ada1,bcff8ad6-3e81-4e4d-b972-7e1f684dda2e,Entire home/apt,Copacabana,0.0,1.0,2.0,4,,0.0
1a341d24-8f76-4678-ab3a-57054082b7f1,09b7244f-b497-4850-a7c4-376d50197589,Entire home/apt,Ipanema,0.0,2.0,9.0,9,,0.0
2e1658f9-2cd8-4656-8017-d6eafb8d11b0,7c3a1acf-053e-456e-884f-3ae2d6e0618a,Private room,Barra da Tijuca,2.0,2.0,4.0,19,0.0,1.0
6df3c971-f246-4682-a1e9-fed276214e94,d8c68274-5c62-465b-a0e3-9b382d7d0afe,Entire home/apt,Ramos,2.0,3.0,6.0,24,0.0,0.6666666666666666
45f6c9de-675f-4549-b163-5d27e362b905,e3c707f7-f1aa-4b10-a494-af44cf60fde2,Entire home/apt,-unknown-,0.0,0.0,30.0,6,,0.0
eaa0cde3-cf59-4dc7-b318-4376d190aded,f19eaa34-9e67-4358-9012-c5dc3beca07e,Private room,Copacabana,0.0,12.0,6.0,6,,0.0
f32f7d17-3bab-40ec-8c82-5670b24fdc3a,981077b2-6b24-4b37-b2d0-902b1b4e1807,Private room,Saúde,4.0,36.0,6.0,36,0.02986400462962963,1.0
9850c24d-0ac0-45a9-beaf-41f720b37ec0,c776ba1d-50c2-4611-8951-dafa7e03cdf1,Entire home/apt,-unknown-,6.0,396.0,10.0,107,1.9290123456790124e-06,1.0
8422d62b-dcfc-4bae-90fb-3191cf2a93bf,afc15d93-94cd-4e02-abf2-24d6bb14058e,Private room,Tijuca,0.0,1.0,2.0,6,,0.0
6df9eaef-36a6-45ba-be8b-88313ea5ffa9,190c4481-25dc-47a4-b885-6b23c23d3a42,Private room,Ipanema,0.0,0.0,2.0,5,,0.0
b68593df-f2ea-4cc6-b645-7f5059a805f7,f07eb5f0-dae3-4a81-831e-7897f7515e10,Private room,-unknown-,0.0,0.0,2.0,2,,0.0
09a8d097-8c65-43ce-b551-3e67efb938b0,b93f2795-ee8e-4014-98a3-b1b7f4521ed2,Private room,Centro,0.0,2.0,2.0,10,,0.0
ab7ccbdc-4add-41a5-a67d-5e5e9c726400,649fb3af-1710-4b2f-88c4-2438604554c3,Entire home/apt,-unknown-,1.0,0.0,3.0,14,0.0,1.0
fd0e9b2c-d19e-43b6-b5b4-c43f321bb53e,b80cf1c0-7696-4db3-92fd-f5016154bda3,Entire home/apt,-unknown-,0.0,0.0,4.0,5,,0.0
b33b2565-c1cf-4900-967b-c5be2e83fb59,7fcee268-78d1-4a85-bf87-47a07340c9f4,Entire home/apt,Flamengo,2.0,20.0,13.0,35,0.3254050925925926,0.4
94507430-4b7e-489f-9b1a-aff255acd1c8,0b8d42b2-67bc-4a8f-9a1f-98046d1bca25,Entire home/apt,Barra da Tijuca,0.0,0.0,5.0,3,,0.0
0e9bf440-8ad2-4e69-b942-5c275cef6d10,5edcad3c-813b-4369-91af-7448fca71d22,Shared room,-unknown-,1.0,12.0,8.0,24,0.015266203703703704,0.25
7c0548bc-72b6-41ae-a0b7-ec20611fccf3,7793b475-8a22-47db-980d-e43b891db47c,Entire home/apt,-unknown-,1.0,11.0,3.0,30,0.46447916666666667,1.0
22c3d8b9-9698-45e7-bdcb-6575cd508965,a2851411-cb22-4ed9-9366-a1fd76fc87b9,Entire home/apt,Copacabana,0.0,2.0,1.0,3,,0.0
d81341d3-a272-49c5-9be4-ee2793c55920,91d27bc3-3fe3-4118-9a01-97399515ffa3,Private room,-unknown-,3.0,65.0,15.0,33,0.27305941358024693,0.6
